Date,SAP actual day
2025-06-10,2.7803
2025-06-11,2.8988
2025-06-12,2.9404
2025-06-13,3.0688
2025-06-14,3.0576
2025-06-15,3.1251
2025-06-16,3.1523
2025-06-17,3.1881
2025-06-18,3.2104
2025-06-19,3.3895
2025-06-20,3.3666
2025-06-21,3.3218
2025-06-22,3.4201
2025-06-23,3.3013
2025-06-24,2.9875
2025-06-25,2.8402
2025-06-26,2.6816
2025-06-27,2.6491
2025-06-28,2.6589
2025-06-29,2.666
2025-06-30,2.6491
2025-07-01,2.7356
2025-07-02,2.7347
2025-07-03,2.7072
2025-07-04,2.6883
2025-07-05,2.6818
2025-07-06,2.6845
2025-07-07,2.6898
2025-07-08,2.7704
2025-07-09,2.8044
2025-07-10,2.8471
2025-07-11,2.8664
2025-07-12,2.8693
2025-07-13,2.9025
2025-07-14,2.8789
2025-07-15,2.7558
2025-07-16,2.9527
2025-07-17,2.8938
2025-07-18,2.7451
2025-07-19,2.7336
2025-07-20,2.7696
2025-07-21,2.762
2025-07-22,2.7351
2025-07-23,2.7117
2025-07-24,2.6945
2025-07-25,2.6966
2025-07-26,2.6702
2025-07-27,2.674
2025-07-28,2.6914
2025-07-29,2.8216
2025-07-30,2.8161
2025-07-31,2.8562
2025-08-01,2.7526
2025-08-02,2.8316
2025-08-03,2.7775
2025-08-04,2.7474
2025-08-05,2.7767
2025-08-06,2.7316
2025-08-07,2.6569
2025-08-08,2.6105
2025-08-09,2.6038
2025-08-10,2.6529
2025-08-11,2.7296
2025-08-12,2.7333
2025-08-13,2.7238
2025-08-14,2.6826
2025-08-15,2.5828
2025-08-16,2.5507
2025-08-17,2.5936
2025-08-18,2.6187
2025-08-19,2.5958
2025-08-20,2.699
2025-08-21,2.7708
2025-08-22,2.8245
2025-08-23,2.8322
2025-08-24,2.8171
2025-08-25,2.8356
2025-08-26,2.838
2025-08-27,2.7723
2025-08-28,2.6808
2025-08-29,2.6604
2025-08-30,2.6858
2025-08-31,2.6909
2025-09-01,2.6876
2025-09-02,2.6698
2025-09-03,2.6632
2025-09-04,2.6768
2025-09-05,2.6733
2025-09-06,2.6633
2025-09-07,2.6769
2025-09-08,2.7365
2025-09-09,2.7713
2025-09-10,2.772
2025-09-11,2.7099
2025-09-12,2.7311
2025-09-13,2.7079
2025-09-14,2.7304
2025-09-15,2.6737
2025-09-16,2.7137
2025-09-17,2.7072
2025-09-18,2.7696
2025-09-19,2.7443
2025-09-20,2.7298
2025-09-21,2.717
2025-09-22,2.7293
2025-09-23,2.7272
2025-09-24,2.7069
2025-09-25,2.7186
2025-09-26,2.755
2025-09-27,2.7445
2025-09-28,2.7741
2025-09-29,2.7389
2025-09-30,2.6665
2025-10-01,2.5941
2025-10-02,2.4394
2025-10-03,2.4296
2025-10-04,2.6997
2025-10-05,2.723
2025-10-06,2.8473
2025-10-07,2.9218
2025-10-08,2.8667
2025-10-09,2.8381
2025-10-10,2.798
2025-10-11,2.79
2025-10-12,2.8247
2025-10-13,2.7591
2025-10-14,2.7404
2025-10-15,2.7552
2025-10-16,2.7764
2025-10-17,2.7349
2025-10-18,2.7087
2025-10-19,2.6872
2025-10-20,2.5557
2025-10-21,2.4958
2025-10-22,2.6429
2025-10-23,2.6456
2025-10-24,2.6693
2025-10-25,2.6581
2025-10-26,2.6936
2025-10-27,2.6087
2025-10-28,2.5588
2025-10-29,2.65
2025-10-30,2.5783
2025-10-31,2.5196
2025-11-01,2.4964
2025-11-02,2.5114
2025-11-03,2.554
2025-11-04,2.6312
2025-11-05,2.5829
2025-11-06,2.5597
2025-11-07,2.6142
2025-11-08,2.4818
2025-11-09,2.5071
2025-11-10,2.4353
2025-11-11,2.1145
2025-11-12,2.2539
2025-11-13,2.3425
2025-11-14,2.4826
2025-11-15,2.4846
2025-11-16,2.3921
2025-11-17,2.7477
2025-11-18,2.8838
2025-11-19,2.799
2025-11-20,2.8102
2025-11-21,2.7316
2025-11-22,2.6841
2025-11-23,2.6227
2025-11-24,2.6613
2025-11-25,2.6668
2025-11-26,2.6242
2025-11-27,2.5723
2025-11-28,2.5638
2025-11-29,2.5008
2025-11-30,2.5095
2025-12-01,2.4781
2025-12-02,2.4686
2025-12-03,2.4781
2025-12-04,2.3472
2025-12-05,2.3563
2025-12-06,2.334
2025-12-07,2.319
2025-12-08,2.3063
2025-12-09,2.3644
2025-12-10,2.346
2025-12-11,2.3243
2025-12-12,2.4246
2025-12-13,2.4256
2025-12-14,2.4108
