timestamp,target_mw,predicted_mw,cv_fold
2022-01-16 20:00:00+00:00,7718.5,5620.81787109375,1
2022-01-16 21:00:00+00:00,7448.5,5761.09130859375,1
2022-01-16 22:00:00+00:00,8202.0,5756.2294921875,1
2022-01-16 23:00:00+00:00,7756.5,5691.84033203125,1
2022-01-17 00:00:00+00:00,8782.0,6363.6455078125,1
2022-01-17 01:00:00+00:00,8337.5,6734.7666015625,1
2022-01-17 02:00:00+00:00,8070.5,6916.90283203125,1
2022-01-17 03:00:00+00:00,8169.0,6685.9443359375,1
2022-01-17 04:00:00+00:00,7940.5,6279.2099609375,1
2022-01-17 05:00:00+00:00,7373.5,5833.5380859375,1
2022-01-17 06:00:00+00:00,7198.5,5449.95703125,1
2022-01-17 07:00:00+00:00,7087.5,5020.5166015625,1
2022-01-17 08:00:00+00:00,6714.5,4826.62841796875,1
2022-01-17 09:00:00+00:00,6258.5,4615.84912109375,1
2022-01-17 10:00:00+00:00,5609.0,4300.68994140625,1
2022-01-17 11:00:00+00:00,4712.5,3985.234130859375,1
2022-01-17 12:00:00+00:00,3792.5,3545.657470703125,1
2022-01-17 13:00:00+00:00,3113.5,3467.85888671875,1
2022-01-17 14:00:00+00:00,2880.5,3260.177978515625,1
2022-01-17 15:00:00+00:00,2704.5,3259.516357421875,1
2022-01-17 16:00:00+00:00,2280.5,2993.2451171875,1
2022-01-17 17:00:00+00:00,1972.0,2499.78564453125,1
2022-01-17 18:00:00+00:00,2178.0,2091.42822265625,1
2022-01-17 19:00:00+00:00,2568.0,1944.6595458984375,1
2022-01-17 20:00:00+00:00,2619.5,1784.66455078125,1
2022-01-17 21:00:00+00:00,2757.5,1809.4134521484375,1
2022-01-17 22:00:00+00:00,2596.0,1532.2213134765625,1
2022-01-17 23:00:00+00:00,5732.5,2031.713134765625,1
2022-01-18 00:00:00+00:00,3539.0,2126.325439453125,1
2022-01-18 01:00:00+00:00,3701.0,2327.9951171875,1
2022-01-18 02:00:00+00:00,3829.0,2613.800537109375,1
2022-01-18 03:00:00+00:00,3759.5,2611.215087890625,1
2022-01-18 04:00:00+00:00,3757.0,3087.76953125,1
2022-01-18 05:00:00+00:00,3606.5,2838.468994140625,1
2022-01-18 06:00:00+00:00,3968.5,2755.166748046875,1
2022-01-18 07:00:00+00:00,4322.5,3056.05615234375,1
